date,time,tweet
2023-10-14,22:34:37,Quedo en espera. Gracias
2023-10-14,11:56:33,Felicidades a todos los que hicieron esto posible
2023-10-16,01:22:55,Muchas gracias
2023-10-17,18:13:26,"Procedo, gracias por el apoyo"
2023-10-18,12:23:13,Recibí ayuda de fredhack88 en Telegram. Me ayudó a recuperar mi cuenta y habilitar la autenticación de dos factores en la cuenta. Estoy realmente impresionado. También te ayudará con tus problemas de piratería.
2023-10-19,07:14:39,"Gracias ya los conocí, los use, y hoy los dejo, definitivamente no son lo mio, pero si los recomiendo!  Bancos f…"
2023-10-20,23:13:05,"¡Te vamos a sorprender! ️ Para todos nuestros fans, ¡les queremos dar más! Estamos a punto de elevar su experiencia a un ni…"
2023-10-21,03:46:33,"¡Te vamos a sorprender! ️ Para todos nuestros fans, ¡les queremos dar más! Estamos a punto de elevar su experiencia a un ni…"
2023-10-21,02:21:31,11% la inversión y con eso!
2023-10-22,03:12:45,"¡Te vamos a sorprender! ️ Para todos nuestros fans, ¡les queremos dar más! Estamos a punto de elevar su experiencia a un ni…"
2023-10-23,19:55:44,Se va a poner bueno con heybanco
2023-10-23,03:32:06,"Estamos igual, también me sorprendí"
2023-10-23,03:23:34,Yo también!
2023-10-24,21:07:14,Nos deberían sorprender con app funcional. Todos los dias hay que estar borrando e instalando. Dura un acceso útil.
2023-10-24,19:44:21,Listo enviado
2023-10-24,08:53:57,"¡Te vamos a sorprender! ️ Para todos nuestros fans, ¡les queremos dar más! Estamos a punto de elevar su experiencia a un ni…"
2023-10-25,23:43:33,"Muy buena , esta vez hey se equivocó, decía ser diferente a los bancos normales e incluso puede que apair…"
2023-10-25,23:19:19,Fuiste bueno por un tiempo. Ahora mi tarjeta se irá al cajón. Hasta nunca 
2023-10-25,22:15:53,es muy buena opción.
2023-10-25,21:43:42,"Bueno, toda historia tiene un final. Adiós"
2023-10-25,21:36:59,"La tarjeta plata trae buen cashback, deberías darle una revisada"
2023-10-26,20:20:52,"¿SPA para los Hospitality? Bueno, siempre se agradece un masajito para aguantar los 3 días de festival ¡Checa los beneficios de cada abono! ️ Mañana prevents exclusiva por TecatePalNoe "
2023-10-26,19:36:54,Gracias! Les envíe otra duda.
2023-10-26,18:51:17,"Ok, estaré al pendiente, gracias"
2023-10-27,20:52:45,"Gracias por mis ultimas recompensas, adios vaquero, fue bueno mientras duró"
2023-10-27,20:52:13,Mañana los compramos!!! 
2023-10-27,20:19:11, ¡Gracias! La Venta Exclusiva HeyBanco está AGOTADA en su totalidad   La venta libre de Boleto Tempranero para 2024 tendrá lugar mañana 28 de octubre a pair de las 14:00 hrs.
2023-10-27,20:08:25,Gracias Gracias venta tempranera  Tqm
2023-10-27,19:47:04,️️Tecate Pa'l Noe 2024!!!️️ Si tienen Hey Banco aprovechen hoy porque hay buenos descuentos en el abono Tempranero!…
2023-10-27,18:44:33,¡Muchas gracias por tu confianza!  ¡Estamos felices de que formes pae de la familia Klar!  ¡TE QUEREMOS!️
2023-10-27,18:10:40,Sería lo más adecuado después de lo que costo por lo menos 6 meses de prueba como lo hacía Scotia con su tarjeta ideal ya después decides.
2023-10-28,20:57:12,"Gracias, sigan con esas propuestas tan inovadoras que seguramente atraerán millones de clientes y marcarán un antes y un después de la banca en México. De seguro las felicitaciones no paran por eso hasta bloquearon sus redes sociales. Son unos genios! No se cansan de ganar tanto?"
2023-10-28,18:56:45,Fuiste bueno por un tiempo. Ahora mi tarjeta se irá al cajón. Hasta nunca 
2023-10-28,18:50:44,adquirí la membresía mega Fan porque me salió que un beneficio era una venta exclusiva de Tecate…
2023-10-28,18:50:27,Ya cayó la actualización gracias
2023-10-28,18:44:10,Padrísimas las nuevas membresías de encontré una que se ajusta a mis necesidades y ya la contraté. Les recomiendo q…
2023-10-28,15:39:01,"A mí ya me depositaron, la verdad estoy contento con sus servicios, espero recapaciten y re valoren sus decisiones"
2023-10-28,14:40:52,Es correcto
2023-10-28,13:35:53,Esto de me parece tipo las gasolinaras VIP
2023-10-28,13:07:09,Antes que nada bienvenido a Ualá. Gracias por el feedback. Es muy constructivo. Varios de esos temas se resuelven en los próximos updates. Mudarse a una arquitectura 100% bancaria no ha sido fácil y eso afecta cieos procesos. Ya viene lo mejor. Gracias desde ya.
2023-10-28,01:13:56,"Gracias ya pude comunicarme y creo si se solucionó mi problema, gracias "
2023-10-29,02:17:34,Buena publicidad 
2023-10-30,23:34:34,"¿Eres un estudiante y tienes una idea brillante?  ¡El Reto Emprende Hey te espera! Paicipa y gana hasta $50,000 por tu…"
2023-10-30,21:59:22,Muchas gracias 
2023-10-30,21:49:32,Ahorita mismo les mando correo y número telefónico para contacto.
2023-10-30,19:03:02,Dale gracias a
2023-10-30,16:28:53,Checa creo que tiene mucho potencial!
2023-10-31,22:23:42,"Bien hecho, ya mero te alcanzo. ‍️"
2023-10-31,21:13:51,¡Muchas gracias por tu confianza!   ¡Estamos felices de que formes pae de la familia Klar!  
2023-10-31,18:51:34,"Lo verdaderamente interesante de heybanco es su herramienta de inversión y, en lo personal, sería para lo único que tengo la tarjeta y que pagaría por el plan. Según el plan que pagues y si dejas el dinero 7 o 28 días te pueden dar el 9%, 10%, 11% o 12% de interés anual."
2023-10-31,18:05:15,Ya están todos mis ahorros contigo! gracias
2023-10-31,18:01:11,"Gracias, como siempre super atentos y efectividad en resolver dudas."
2023-10-31,17:44:55,Gracias por la respuesta ya conteste por DM saludos
2023-10-31,15:53:03,¡Estamos para servie!
2023-10-31,14:25:33,"¿Eres un estudiante y tienes una idea brillante?  ¡El Reto Emprende Hey te espera! Paicipa y gana hasta $50,000 por tu…"
2023-10-31,03:59:10,"Uf! Que buena idea, ¿No, Que nos pague en Hey Coins."
2023-10-31,03:53:34,"Mejor que anualidad, mensualidad "
2023-11-01,19:33:12,Bien merecido 
2023-11-01,02:16:06,Me encanta la publicidad de la competencia
2023-11-02,03:53:49,INVEX!! El acelerador conviene muchísimo si le gastas de 10k para arriba al mes. Este año llevo como 4 mil en vuelos y muchas tarjetitas de uber y starbies.
2023-11-02,01:00:57,"Después de ver está entrevista, creo que es una excelente opción"
2023-11-02,00:57:59,este tweet es solo para agradecer la rapidez con la que resolvieron unos cargos no reconocidos. Necesitaba urgentemente ese dinero que robaron de mi tarjeta y ustedes me ayudaron en sólo 3 días. También las cosas buenas deberían compairse. ¡Gracias Hey Banco!
2023-11-02,00:50:37,"Ya reflexioné, creo que están bien las membresías de"
2023-11-02,00:14:08,En unos meses se fue lo que lograron en años... Felicidades
2023-11-02,00:08:41,Esta es la mejor idea para sus clientes
2023-11-03,19:42:24,"La verdad son muy buenos contra fraudes o cosas así, los demás bancos se mega desentienden, a mí me han hecho todos los paros de la vida."
2023-11-03,19:14:00,"Sí vi que además traen primo del bono y el primer año sin anualidad, que es lo que me da codoo. Y luego la edición de la tarjeta rosa . Ya considerando seriamente."
2023-11-03,18:35:36,"Yo amo con todo mi ser la Amex, la verdad siento que ninguna otra te tratan tan bien, está cara la anualidad pero sí vale toda la pena por la seguridad que te ofrecen."
2023-11-03,18:12:46,"Gracias, novio, un saludo hasta allá."
2023-11-04,05:06:01,Gracias Mandiii
2023-11-07,18:45:40,"Same, ya mejor regresé a Banoe y HeyBanco solo para compras de “riesgo”."
2023-11-08,22:57:26,Vamos muy bien con heybanco 
2023-11-08,17:43:43,Muy amables muchas gracias.
2023-11-08,16:06:38,"Listo, lo hice en la madrugada, gracias!!"
2023-11-08,13:58:57,Excelente noticia!!! El 15% está genial y sin necesidad de pagar membresías absurdas ahora sí tendrá mucho de que arrepentirse
2023-11-09,17:35:17,defiéndete !!!
2023-11-09,07:54:23,bajó el rendimiento de la inversión mientras que la subió. Todo perfectamente equilibrado
2023-11-10,23:36:40,Hey sigues siendo cliente de Saludos!
2023-11-10,21:16:19,recomendada
2023-11-10,21:15:29,"Hazlo, es una excelente opción. Yo tengo con ellos 3 años"
2023-11-10,03:27:47,"Sí, es venganza"
2023-11-11,01:11:31,Una lección a esos perros de que quieren cobrar por lo que ustedes dan por solo ser clientes. Solo falta cashback y van a volver a ser mi tarjeta preferida.
2023-11-14,21:26:38,"Buen movimiento  ""Hey"" me recuerda a Mantis de Kung-fu Panda cuando agarra las cuerdas del puente "
2023-11-14,21:21:37,Agree.  Hasta una crónica les avente.
2023-11-14,18:00:50,Gracias 
2023-11-16,16:22:08,Esto es rápido para
2023-11-17,13:44:00,Nos encanta tenee con nosotros 
2023-11-18,23:34:22,Gracias carnal.
2023-11-21,21:20:08,No dudo que hayas sido tú hahahahahahaha.
2023-11-23,12:49:47,"A mí me ofrece 3MSI, sería bueno ver si es verdad jajaja"
2023-11-25,17:23:29,Beneficios de un mercado mas competitivo
2023-11-25,16:40:17,"Bendita sea la competencia, y bienvenido el cashback así sea un por ciento como dice la canción"
2023-11-25,15:49:20,OJO ACA!! Regresan las recompensas a 
2023-11-25,13:16:52,Gracias nos escuchaste y por eso seguiré contigo 
2023-11-25,11:00:45,Lo mejor que pudiste hacer amigo
2023-11-25,04:47:53,Tsss .. que bueno .
2023-11-25,04:44:46,"Hiciste bien, tío ️"
2023-11-26,18:53:13,Les recomiendo también es mexicano y no está en quiebra con el DientesDeBurroUsurero
2023-11-26,16:58:44,"Gracias por la respuesta, estare atento saludos tio"
2023-11-27,23:58:29,Gracias  ⁦@soynumx⁩ ⁦@nubank⁩ espero sirva de aprendizaje a las demás plataformas si quieren nuestro dinero como inversionistas. Fyi ⁦@dinnactinver⁩ ⁦@heybanco⁩ ⁦@uala⁩ ⁦@uala_mex⁩ ⁦@MercadoPagoMex⁩ ⁦@FinsusApp⁩
2023-11-27,09:38:19,"Increíble atención al cliente de siempre he pagado a tiempo, estoy dentro del plazo de pago y…"
2023-11-28,10:47:12,el mejor banco
2023-11-29,09:13:31,"Me uní a en julio de 2019 y me ha resultado muy útil para mis transacciones en línea, la verdad la recomiendo mucho"
2023-11-30,10:15:52,"Hey Banco me gusta mucho, iwal mercado pago apae de q es súper práctico y el dinero q tienes ahí está inveido en gbm y te genera unos pesitos extras"
2023-12-01,21:23:51, ¡Promoción para todos nuestros clientes Hey! Aprovecha las compras de temporada y recibe recompensas en efectivo. ¿List@ p…
2023-12-01,16:26:31,Me gustaba porque repoaba a buró de crédito
2023-12-01,08:55:31,Hey. Banco que haya salido a la luz la coreo completa. Me gustó el final a lo indio. Como se llama la obra que interpretan?
2023-12-02,20:22:15,Siempre estoy recomendando y llevo 2 meses sin tarjeta  ¿regresar a Banamex será la solución?
2023-12-02,11:30:48,terminos y condiciones por favor
2023-12-05,15:45:46,Jajajaja
2023-12-07,10:11:29,Breve lección de economía. Aprende a no pagarle a y a cobrar por depositar en y al mismo tiempo que luchas contra el Gaza_Genocide
2023-12-07,09:35:45,. Llegan nuevos instrumentos financieros y te ofrecen hasta el 13 por ciento de dinero adicional por cada día que guardes tu dinero mientras que te cobra si no lo mueves por más de seis meses. Por eso está en
2023-12-09,16:38:30,"Jamas pensé que me quedaría con Hey Banco después de todas las mamadas que están haciendo pero literalmente es la mejor opción que tengo. En fin, chingada madre HSBC, tremendo pedo por una compra de 150 pesos."
2023-12-09,16:12:02,"Correcto, sin más preámbulos."
2023-12-14,18:55:33,Apareció una buena promo en al contratar un seguro para tu celular.
2023-12-14,11:19:37,"El canje de las hey Coins de por tarjetas de regalo de Amazon ya son instantáneas, te llegan los códigos casi al ins…"
2023-12-14,10:13:06,"Excelente pregunta, que de dijeron bro?…"
2023-12-14,10:10:39,"El canje de las hey Coins de por tarjetas de regalo de Amazon ya son instantáneas, te llegan los códigos casi al instante. ¿Recuerdan lo que me pasó hace unos meses? "
2023-12-15,16:13:32,"Confirmo el día de hoy cambie mis Hey coins y en el correo de confirmación ya viene el código, todo cool ya hasta realizó mi compra "
2023-12-17,16:29:51,Amamos las recompensas de 
2023-12-17,12:08:17,Con para que me patrocine más juegos del MaratonDevir
2023-12-18,10:31:35,"Evalué cambiar a HeyBanco! por Nu, debido a la tasa de rendimiento y wow, gratamente sorprendida."
2023-12-19,21:07:28,Muy amablemente su AreaEspecializada me dió solución. ^R
2023-12-22,17:50:55,"Te la recomiendo, atención inmediata, también para ti un abrazo y felices fiestas, abrazo para toda la familia."
2023-12-22,17:37:53,"Entiendo, con la de Baz me transfiero de la de crédito a la de Azteca, entra como una compra y no me genera comisión. Te la recomiendo y muy accesible"
2023-12-22,15:58:18,"Excelente, gracias por la información."
2023-12-22,11:43:33,"Hola Pepe, buenos días. Te atiende Sofía, es un gusto saludae. ¿Nos podrías compair vía DM mayor detalle de la situación que presentas con tu aplicación BBVA México, por favor? 1/2"
2023-12-27,09:01:38,"Manifestando ganarme el soeo de HeyBanco. Hecho esta, lo declaro, soy abundancia."
2023-12-28,22:25:18,"Hola! He mantenido un buen historial con ustedes, tengo la duda de qué hacer para que me aumenten la línea de crédito TDC?"
2023-12-30,09:31:05,Gracias ayer me atendieron rápido por llamada ya quedo resuelto
2024-01-01,14:05:36,"Año Nuevo, novedades nuevas ¿que les parece este ajuste de HEYBANCO? Anualidad y HEY PRO forzado  Me parece una mejor opción"
2024-01-01,09:25:46,"Hay que transmitir información fidedigna y real, ya lleva algunos años operando..."
2024-01-02,17:51:09,"Te recomiendo Hey banco, no tiene nada de eso y puedes retirar en cualquier HSBC o inbursa sin comisión."
2024-01-04,22:01:23,"Hoy fui a la Fanshop de Hey banco y me la pasé super chido, además hice un amix "
2024-01-04,12:03:48,"otra opción que en lo personal podría recomendae, también tiene buenas promociones y MSI"
2024-01-04,11:15:48,la mejor
2024-01-05,12:39:28,Va gracias les mande dm
2024-01-07,18:53:21,está mejor
2024-01-07,17:46:48,puro ese mejor nu nu fonite foniteog
2024-01-08,11:16:15,"Yo: voy a trabajar Mi hermana: Oye, entonnces cómo valido mi HeyBanco Papás: Oye, que hay un tema con el depa ;_; jajajaja pero bueno, agradezco que haya alguien allá que me ayude a resolverlo."
2024-01-09,23:55:06,"Tengo un Pixel 5, genio."
2024-01-09,00:42:33,Si ya todo bien Señor Lampi
2024-01-10,13:37:20,"Uy, ya los contacté, incluso les mande video al correo electrónico que me señalo la persona que me contestó, actualice mi sistema operativo y sigue igual, esto sucede solo con la app del Banco Hey, tengo apps de otros bancos y funcionan perfecto."
2024-01-10,12:36:49, ¡Promoción para todos nuestros clientes Hey! Aprovecha las compras de temporada y recibe recompensas en efectivo. ¿List@ p…
2024-01-11,15:20:48,Gracias
2024-01-13,13:44:57,Ya llame y ya me ayudaron gracias
2024-01-14,14:57:03,No tiene límites jajaja gpt-4 gratis
2024-01-15,12:22:52,"Quedó solucionado el fin de semana, gracias"
2024-01-16,18:32:25,Listo ya quedó muchas gracias.
2024-01-17,22:32:37,"HeyBanco y nu son mucho mejores, para los que andan buscando moverse."
2024-01-17,21:08:35,"Por si ocupan, excelentes alternativas a BancoAztecaEnQuiebra 1. HeyBanco - Sin comisiones, contratación en línea, +23K puntos para retirar $ 2. NuBank - Sin comisiones, contratación en línea, retiro de efectivo en supermercados."
2024-01-17,19:54:36,"Excelentes alternativas a 1. HeyBanco - Sin comisiones, contratación en línea, +23K puntos para retirar $ 2. NuBank - Sin comisiones, contratación en línea, retiro de efectivo en supermercados"
2024-01-17,19:51:13,"Excelentes alternativas a : 1. HeyBanco - Sin comisiones, contratación en línea, +23K puntos para retirar $ 2. NuBank - Sin comisiones, contratación en línea, retiro de efectivo en supermercados"
2024-01-17,19:43:52,"Excelentes alternativas a Banco Azteca: 1. HeyBanco - Sin comisiones, contratación en línea, +23K puntos para retirar $ 2. NuBank - Sin comisiones, contratación en línea, retiro de efectivo en supermercados"
2024-01-18,12:58:15,¡Celebramos 6 años en Hey Banco!  Gracias por confiar en nosotros en este viaje; tu apoyo ha sido fundamental para nuestro…
2024-01-19,11:01:15,"Buen día, envié correo justo ahora. Gracias."
2024-01-19,10:06:58,Buenos días. Con la maravillosa sorpresa de que mi cuenta amaneció en ceros 
2024-01-21,19:07:32,Listo!!
2024-01-21,18:42:05,"Raro, yo he realizado varias transacciones sin problema"
2024-01-21,09:09:53,la mejor opción rendimiento del 13%
2024-01-21,17:58:03,Hola! También me gustaría unirme porfa.
2024-01-21,11:46:51,"Agrega la app nunca me ha fallado, su proceso de contratación es ágil pues al par qué abres la cuenta te evalúa para la tarjeta de crédito; depósitos y transferencias inmediatas."
2024-01-22,17:18:41,Dinero deberían darme los de pero gracias por un año de servicios.
2024-01-22,16:00:41,"Muchísimas gracias! se comprometió a resolver el problema con fecha límite al 25 de enero de 2024, de no ser así enseguida me pondré en contacto con"
2024-01-22,13:55:08,Muchas gracias
2024-01-22,12:57:27,"Les agradezco mucho la atención, me pondré en contacto con ustedes."
2024-01-23,12:10:13,estamos más que listos  ansiosos Desconéctate por 3 días en el Acústico Hey Banco de TecatePalNoe 
2024-01-25,21:11:05,Funciona mucho mejor que el de 
2024-01-26,22:23:25,Jajajaja lo amé
2024-01-26,17:41:58,Jajaja
2024-01-29,18:17:18,"Hola, buenas tardes. Te atiende Luz, es un placer saludae. Con gusto podemos apoyae, por favor escríbenos a nuestra cuenta oficial en Twitter ( ) para brindarle seguimiento a tu solicitud y compaie la información correspondiente. 1"
2024-01-29,15:44:22,"Listo, gracias."
2024-01-30,15:12:47,Hola valdría la pena que cuando hagan cambios dan un resumen de los cambios realizados en el contrato y no manden las 60 hojas completas.  CharlyTip mejora la experiencia del cliente.
2024-02-01,14:25:36,Me encantan las respuestas de a las fallas repoadas en su App 
2024-02-01,00:51:32,"de debito puedes pedir nu desde la app, tmb hey banco, yo tengo esa y no me piden minimo ni me cobran por manejo de cuenta, esa la abri xq tuve un pedo con la nomina en banamex y la usaba como para ahorrar pero ahora la uso casi para todo heejej, la tj fisica me costo 109 creo"
2024-02-02,11:11:22,"Y aprovecho el tuit para recomendarles a hey banco, yo lqm  ni una sola queja en dos años"
2024-02-06,11:34:36,interesante
2024-02-07,02:05:30,Mejor aumenten líneas de crédito! 
2024-02-08,20:20:59,"Hey banco no, es ilimitado jajajaja, suena increíble."
2024-02-08,19:16:00,"Cada más agradecido de peenecer a !! Si ocupan un banco que solucione, este es el mero bueno! Thkss"
2024-02-08,18:30:39,"Por eso me encanta Su app es simplemente increíble! . Además de ser super intuitiva, Cashback en todas tus compras…"
2024-02-08,05:52:22,"Aaawww que bonito, hey Banco mucho la cola :D"
2024-02-09,13:05:02,Gracias
2024-02-10,10:12:37,trae la de hey banco  humilde mi chiquito
2024-02-11,11:40:38,"Para los que se preguntan dónde conseguir la tarjeta, la pueden sacar en Hey Banco con muchos diseños a elegir"
2024-02-12,20:17:49,"Ya es lo que empezaré a hacer, gracias…."
2024-02-12,16:43:13,"Jajaj FIJA-TÈ como no te dije pero en fin.... so far, so good "
2024-02-12,16:11:52,"Mira amixe al fin, abrí mi cuenta me llegó super rápido, en 2 días, por dhl y pues nada, me ha encantado!! "
2024-02-13,17:03:36,¡Celebra el amor con estilo este San Valentín! ️ Descubre las últimas colecciones de tus marcas favoritas aquí: SomosHey HeyMedia HeyBanco SanValentín Regalos
2024-02-13,16:16:21,Comerciales tan ganadores como los Kansas Chiefs que nos dejó el SuperBowl este año: SomosHey HeyMedia HeyBanco Comerciales SBLVIII MichaelCera JLo MainScorsese
2024-02-13,12:07:46,por favor de su apoyo para saber los módulos que tienen en CDMX. Gracias.
2024-02-19,12:04:17,"Ya se arregló, gracias."
2024-02-20,09:38:29,tenencia a 6MSI y los amo!  
2024-02-21,15:10:57,Al fin recuperé mi cuenta de Los amo! ‍
2024-02-22,10:15:48,"Hey, hey, hey, banco ️ Esto es perfecto"
2024-02-29,21:07:53,Gracias por la información. Me fue muy útil.
2024-03-01,23:39:44,"Ya tengo 11 meses con la TDC garantizada con buen uso, cuando me van a graduar? Recuerdo que cuando la contraté decía 6 meses de buen uso :("
2024-03-01,19:35:31,nunca falla 
2024-03-01,04:46:39,"Muchas gracias, ya salí del apuro gracias a y ."
2024-03-02,14:24:38,Gracias. Ya revisé
2024-03-06,20:09:14,Jaja gracias! 
2024-03-06,16:28:42,Te recomiendo
2024-03-08,02:06:50,Sábado Perpetuo 
2024-03-13,21:34:41,Gracias por la atención
2024-03-13,20:40:01,"Muchas gracias, ya quedó :)"
2024-03-15,01:51:01,Agree contigo A la versh 
2024-03-16,16:45:25,"Hice por mail una sugerencia en la app en cuanto a que den facilidades para modificar/actualizar un dato como lo es el número de cel. Me responden de que me comunique por teléfono, y a ver que me digan ahí. Qué facilidad ayuda viene a ser esa...!? Nomás no sacan de apuros. "
2024-03-18,17:23:05,Gracias por la atención!
2024-03-18,17:13:48,"Hola, buenos días. Te atiende Luz, es un placer saludae. Para nosotros son muy impoantes tus comentarios, por lo que nos interesa saber más sobre tu experiencia. ¿Nos puedes brindar mayor detalle de la situación que presentas, por favor? 1"
2024-03-19,18:48:19,Gracias ya hable vía telefónica y se resolvió mi inquietud
2024-03-22,21:40:28,Te amo Gran experiencia ir a la hey shop Lxs tqm
2024-03-23,21:38:20,"Me recomendaron charliehack50 en TELEGRAM. Él puede ayudae a solucionar este problema. Recuperé el mío con su ayuda, así que lo recomiendo como la mejor y más rápida opción."
2024-03-26,06:00:06,Buen dia! Hay alguna promocion a MSI para el pago de tenencia del ? Saludos
2024-03-27,20:47:08,"Yo sí recomiendo! Aunque siento que es difícil que te la aprueben si nunca has tenido una, o si no tienes historial con banamex (al menos he escuchado casos así), mi primera tdc fue de heybanco y recomiendo, en ese tiempo daban 1 o 2% de recompensas en compras con la tarjeta+"
2024-03-27,02:21:57,"Gracias a por invitarnos a conocer más sobre la colección retro así como los detalles y obsequios ! Mi Tarjeta es la de Anime , acorde para comprar los boletos de cine para la nueva película de rascaldoesnotdream"
2024-03-28,20:07:52,Hola. Estaremos encantados de asistie de la mejor manera. Te invitamos a que nos escribas un DM y con gusto te ayudaremos con toda la información que requieres. Estaremos pendientes de ti.
2024-03-28,18:00:54,gracias didi por la confianza y incrementar mi línea de crédito a 20k ni y mean ofreciendo tanto crédito gracias solo faltaría los MSI
2024-03-28,17:31:57,"Hola! Gracias, acabo de enviar correo."
2024-03-30,19:47:37,"hola, Les mande dm :)"
2024-03-30,18:47:15,Ayer me gané un sombrerito en y real me quedaba con mi outfit jajajaja y fui feliz todo el festival. Me lo chulearon mucho ️
2024-03-31,23:19:35,A diferencia de ustedes han demostrado una verdadera comprensión de las necesidades de sus clientes. ¡Gracias por hacer posible que mis proyectos se hagan realidad! 
2024-03-31,02:47:12,TE AMO UN CHINGO 
2024-04-04,08:41:17,Akamba regresa gracias a Aprovecha la venta PRE Cael presentada por Hey Banco. Disfruta de esta etapa única…
2024-04-04,01:05:10,Lo mío se resolvió fácil. Solo entra a la banca en línea desde una computadora y te dirá que estas bloqueado pero pones el token de tu cel y listo. Suee
2024-04-05,02:55:10,Para mí eso es más que suficiente.
2024-04-07,23:22:19,"Me recomendaron charliehack50 en TELEGRAM. Él puede ayudae a solucionar este problema. Recuperé el mío con su ayuda, así que lo recomiendo como la mejor y más rápida opción."
2024-04-10,21:57:10,También necesito ayuda
2024-04-10,16:53:34,Listo!
2024-04-10,16:05:30,Gracias ya lo solucione
2024-04-12,17:19:20,"buenos días, llevo desde el otro fin de semana tratando de pagar mis tarjetas pero no puede transferir a hey banco desde mi cuenta principal. ME REGRESAN TODAS LAS TRANSFERECIAS AYUDA"
2024-04-15,23:44:20,Y así es como le ganó la carrera de las fintech a Con una aplicación que siempre funciona y es amigable con el cliente.
2024-04-16,17:41:40,Gracias
2024-04-17,04:45:42,gracias 
2024-04-18,17:28:23,Gracias
2024-04-18,15:59:11,los amo! Gracias ya pude entrar a mi App saludos 
2024-04-18,04:34:45,Sigue sin dejarme aumentar mi linea de la tarjeta de crédito garantizada
2024-04-21,15:21:43,"Ahora confirmo, gracias estimado"
2024-04-23,22:52:05, de acuerdo!! Muchas gracias.
2024-04-23,21:30:12,"Tío cuando me van a graduar, tengo la TDC garantizada ya hace más de un año que la saqué, y recuerdo que decían que con 6 meses de buen uso, ayuda :c"
2024-04-25,00:51:24,"una duda, con quién tengo que ver si tengo problemas para aumentar mi línea de crédito de mi tarjeta hey garantizada, la app no me deja marca un error. Me pasa igual en mis 2 teléfonos que tengo."
2024-04-26,13:30:56,"Wey, lo mejor de es que puedo pagar con Apple Pay "
